PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance
PO-00252,GammaSupplies,2022-09-06,2022-09-24,Office Supplies,Partially Delivered,1298,43.73,37.21,,No
PO-00253,PiGlobal,2023-04-30,2023-05-20,Packaging,Delivered,1892,106.2,96.37,93.0,Yes
PO-00254,IotaProcure,2023-02-21,2023-02-24,Electronics,Delivered,1307,68.71,60.64,141.0,Yes
PO-00255,DeltaTools,2022-07-14,2022-07-29,Electronics,Delivered,733,32.29,29.01,78.0,Yes
PO-00256,AlphaTech,2022-04-07,,Packaging,Delivered,713,19.45,18.82,31.0,Yes
PO-00257,DeltaTools,2022-04-10,2022-04-24,Packaging,Delivered,1900,24.11,23.45,188.0,Yes
PO-00258,AlphaTech,2023-11-06,2023-11-08,MRO,Cancelled,1447,35.67,35.07,224.0,No
PO-00259,XiEquip,2023-03-18,,Office Supplies,Delivered,1745,26.17,22.25,55.0,Yes
PO-00260,PiGlobal,2022-12-29,2023-01-14,Office Supplies,Delivered,1681,28.26,26.62,143.0,Yes
PO-00261,UpsilonMart,2023-03-10,2023-03-18,Electronics,Delivered,1545,38.15,36.96,214.0,Yes
PO-00262,ThetaDistributors,2023-02-25,2023-03-02,Raw Materials,Delivered,1306,27.27,25.96,39.0,Yes
PO-00263,EtaPartners,2023-04-24,2023-05-06,Raw Materials,Delivered,1765,97.51,84.3,65.0,Yes
PO-00264,GammaSupplies,2022-02-25,2022-03-15,Packaging,Cancelled,1186,17.31,16.0,64.0,Yes
PO-00265,RhoEnterprises,2023-11-21,2023-11-26,Packaging,Delivered,1903,63.5,56.09,254.0,Yes
PO-00266,AlphaTech,2023-11-01,2023-11-05,MRO,Delivered,1570,52.1,47.87,,No
PO-00267,PiGlobal,2023-10-24,2023-11-13,MRO,Delivered,491,108.75,93.35,,No
PO-00268,MuTrade,2022-04-11,2022-04-20,Electronics,Partially Delivered,613,20.38,20.17,58.0,Yes
PO-00269,TauDeliveries,2022-03-04,2022-03-16,Raw Materials,Partially Delivered,1341,46.27,43.94,63.0,Yes
PO-00270,XiEquip,2023-02-17,2023-03-04,MRO,Partially Delivered,1583,103.57,89.38,164.0,Yes
PO-00271,ZetaIndustries,2022-12-14,,Raw Materials,Cancelled,1880,92.73,90.78,173.0,Yes
PO-00272,ZetaIndustries,2022-04-22,2022-04-26,MRO,Delivered,1459,84.79,82.72,47.0,Yes
PO-00273,NuChain,2022-09-12,,Office Supplies,Delivered,1460,34.54,31.87,208.0,No
PO-00274,TauDeliveries,2022-07-16,2022-07-28,Packaging,Partially Delivered,1186,26.14,24.78,112.0,Yes
PO-00275,ThetaDistributors,2022-07-14,2022-07-23,MRO,Pending,1686,72.28,65.21,53.0,Yes
PO-00276,BetaLogistics,2023-07-04,2023-07-08,MRO,Delivered,1698,102.07,100.69,28.0,Yes
PO-00277,AlphaTech,2023-04-05,,Electronics,Delivered,1001,64.62,55.7,32.0,Yes
PO-00278,OmicronGoods,2022-05-24,2022-05-27,Office Supplies,Delivered,1154,62.67,54.11,25.0,Yes
PO-00279,AlphaTech,2023-03-09,2023-03-29,Packaging,Cancelled,748,37.66,32.71,,No
PO-00280,EpsilonCo,2022-07-07,,Office Supplies,Delivered,162,81.63,78.76,2.0,Yes
PO-00281,PiGlobal,2022-10-13,2022-10-24,Packaging,Delivered,51,28.04,24.13,0.0,Yes
PO-00282,TauDeliveries,2023-04-19,2023-04-24,Office Supplies,Delivered,691,42.07,39.1,106.0,Yes
PO-00283,DeltaTools,2022-09-13,2022-09-20,Office Supplies,Delivered,269,50.22,45.75,32.0,No
PO-00284,GammaSupplies,2022-03-19,2022-04-06,Electronics,Pending,1639,56.24,55.4,147.0,Yes
PO-00285,RhoEnterprises,2023-03-30,2023-04-06,Raw Materials,Delivered,904,34.04,30.06,26.0,Yes
PO-00286,RhoEnterprises,2023-07-18,2023-07-26,Office Supplies,Delivered,1809,22.17,19.65,,Yes
PO-00287,MuTrade,2022-04-11,2022-04-16,Packaging,Delivered,1298,65.93,58.95,,Yes
PO-00288,XiEquip,2022-02-21,2022-03-13,Packaging,Delivered,434,36.16,34.79,41.0,Yes
PO-00289,ZetaIndustries,2023-10-30,2023-11-04,Electronics,Delivered,1476,68.85,65.28,43.0,Yes
PO-00290,GammaSupplies,2023-07-08,,Raw Materials,Partially Delivered,1711,26.04,24.81,290.0,Yes
PO-00291,IotaProcure,2022-01-16,2022-01-22,Packaging,Delivered,1203,53.3,47.68,49.0,Yes
PO-00292,EpsilonCo,2022-04-06,2022-04-07,Electronics,Delivered,1126,58.8,52.22,,Yes
PO-00293,RhoEnterprises,2022-08-31,2022-09-12,Packaging,Delivered,1757,15.18,13.06,63.0,Yes
PO-00294,XiEquip,2022-06-20,2022-06-28,MRO,Delivered,779,41.3,36.28,20.0,Yes
PO-00295,GammaSupplies,2023-02-21,2023-02-22,Office Supplies,Delivered,1745,23.53,22.57,282.0,No
PO-00296,AlphaTech,2023-05-13,2023-05-15,Raw Materials,Delivered,1783,16.96,15.8,295.0,Yes
PO-00297,UpsilonMart,2023-05-08,2023-05-22,Office Supplies,Partially Delivered,1489,107.02,93.3,,Yes
PO-00298,AlphaTech,2022-08-07,2022-08-10,Office Supplies,Delivered,296,40.38,35.25,,Yes
PO-00299,GammaSupplies,2023-02-15,2023-02-27,MRO,Delivered,885,88.28,80.8,31.0,Yes
PO-00300,SigmaSource,2022-03-02,2022-03-06,Raw Materials,Pending,1512,33.25,30.15,53.0,Yes
PO-00301,KappaWare,2022-06-18,2022-06-26,Office Supplies,Delivered,252,73.12,67.64,,No
PO-00302,GammaSupplies,2023-01-24,,Electronics,Cancelled,1257,83.13,81.89,30.0,Yes
PO-00303,ThetaDistributors,2022-01-03,2022-01-20,Packaging,Delivered,172,63.61,55.92,4.0,Yes
PO-00304,XiEquip,2023-02-04,2023-02-05,Packaging,Pending,450,55.85,49.88,9.0,Yes
PO-00305,SigmaSource,2022-09-29,2022-10-15,Electronics,Delivered,816,48.95,43.42,45.0,Yes
PO-00306,OmicronGoods,2023-04-11,2023-04-25,Packaging,Delivered,343,44.5,38.57,7.0,Yes
PO-00307,BetaLogistics,2022-10-20,2022-11-05,MRO,Delivered,329,97.87,85.35,21.0,No
PO-00308,KappaWare,2023-03-10,2023-03-25,Electronics,Delivered,1910,90.69,85.8,,Yes
PO-00309,BetaLogistics,2023-12-15,2023-12-18,MRO,Delivered,933,107.99,104.29,29.0,Yes
PO-00310,RhoEnterprises,2023-07-24,2023-07-29,Raw Materials,Delivered,1683,23.09,21.88,253.0,Yes
PO-00311,ThetaDistributors,2023-11-09,2023-11-18,Packaging,Pending,247,84.11,71.97,,Yes
PO-00312,AlphaTech,2023-05-14,2023-06-02,MRO,Delivered,1031,102.01,98.65,,Yes
PO-00313,IotaProcure,2022-06-08,2022-06-19,Packaging,Delivered,1980,26.97,24.16,41.0,Yes
PO-00314,LambdaLink,2022-07-14,2022-08-03,Raw Materials,Delivered,1584,16.46,14.2,57.0,Yes
PO-00315,PiGlobal,2022-10-31,2022-11-15,Office Supplies,Delivered,801,80.15,70.91,,Yes
PO-00316,EtaPartners,2022-08-11,2022-08-25,Packaging,Delivered,193,63.86,57.46,,Yes
PO-00317,KappaWare,2022-03-01,2022-03-05,Raw Materials,Delivered,658,86.62,79.85,72.0,Yes
PO-00318,GammaSupplies,2023-08-17,2023-09-04,Electronics,Delivered,1274,24.72,23.36,37.0,Yes
PO-00319,SigmaSource,2023-07-10,2023-07-17,Packaging,Partially Delivered,1197,88.92,78.82,31.0,Yes
PO-00320,NuChain,2022-03-04,2022-03-12,Electronics,Delivered,236,28.43,28.11,11.0,Yes
PO-00321,EtaPartners,2022-11-18,2022-12-03,Raw Materials,Partially Delivered,1399,25.97,22.19,62.0,Yes
PO-00322,DeltaTools,2022-02-28,2022-03-04,Electronics,Delivered,513,24.91,22.58,29.0,Yes
PO-00323,NuChain,2022-02-21,2022-03-04,MRO,Delivered,1422,83.73,76.47,198.0,Yes
PO-00324,UpsilonMart,2023-08-22,2023-09-03,Office Supplies,Delivered,1844,76.51,73.05,,Yes
PO-00325,AlphaTech,2023-05-04,,Electronics,Delivered,709,61.64,54.55,41.0,Yes
PO-00326,ThetaDistributors,2023-05-30,2023-06-15,MRO,Delivered,813,45.68,41.78,,No
PO-00327,XiEquip,2023-06-28,2023-07-01,Office Supplies,Delivered,1004,96.51,92.9,146.0,No
PO-00328,PiGlobal,2022-06-11,2022-06-15,Raw Materials,Delivered,452,46.45,40.39,9.0,Yes
PO-00329,XiEquip,2022-02-28,2022-03-12,Raw Materials,Pending,1419,83.91,71.46,137.0,Yes
PO-00330,MuTrade,2023-06-05,2023-06-23,Packaging,Delivered,1584,53.73,51.92,167.0,No
PO-00331,TauDeliveries,2022-03-24,2022-04-11,MRO,Pending,196,44.36,43.81,6.0,Yes
PO-00332,OmicronGoods,2022-07-10,2022-07-14,Office Supplies,Delivered,1221,53.19,46.18,29.0,Yes
PO-00333,BetaLogistics,2022-03-12,2022-03-26,Packaging,Delivered,913,37.5,36.2,,Yes
PO-00334,BetaLogistics,2023-09-02,2023-09-04,Packaging,Delivered,1784,85.01,76.69,37.0,Yes
PO-00335,TauDeliveries,2022-03-11,,Raw Materials,Delivered,1893,55.8,52.35,,Yes
PO-00336,RhoEnterprises,2023-11-23,2023-12-05,Electronics,Pending,538,34.3,32.25,84.0,No
PO-00337,UpsilonMart,2022-08-29,2022-09-15,Office Supplies,Pending,978,94.15,87.7,149.0,No
PO-00338,KappaWare,2023-02-18,2023-03-06,Raw Materials,Cancelled,1713,47.45,42.05,53.0,Yes
PO-00339,ZetaIndustries,2022-05-03,2022-05-07,Raw Materials,Pending,600,60.1,57.92,95.0,No
PO-00340,OmicronGoods,2023-08-07,2023-08-25,Electronics,Pending,387,100.28,85.54,5.0,Yes
PO-00341,LambdaLink,2022-09-10,2022-09-19,MRO,Pending,921,68.83,59.13,22.0,Yes
PO-00342,EpsilonCo,2023-08-16,2023-08-30,MRO,Delivered,690,22.47,21.94,77.0,Yes
PO-00343,AlphaTech,2023-09-01,2023-09-21,Office Supplies,Cancelled,1852,104.04,94.89,36.0,Yes
PO-00344,ThetaDistributors,2022-02-10,2022-02-28,Electronics,Delivered,522,66.83,58.01,74.0,Yes
PO-00345,MuTrade,2023-09-27,2023-10-06,Electronics,Delivered,200,44.16,43.13,21.0,Yes
PO-00346,MuTrade,2022-03-25,2022-04-03,Packaging,Delivered,1488,22.76,21.99,,Yes
PO-00347,EpsilonCo,2023-03-06,2023-03-16,Electronics,Delivered,1371,87.16,78.13,43.0,Yes
PO-00348,EtaPartners,2023-11-05,,Office Supplies,Delivered,1684,73.05,62.53,,Yes
PO-00349,DeltaTools,2023-08-21,2023-08-27,Electronics,Delivered,312,63.52,58.09,,Yes
PO-00350,ZetaIndustries,2023-08-02,2023-08-21,Packaging,Cancelled,1837,99.04,86.51,39.0,Yes
PO-00351,NuChain,2023-06-20,2023-06-23,MRO,Delivered,193,87.86,81.74,21.0,Yes
PO-00352,UpsilonMart,2022-11-20,2022-11-21,Electronics,Delivered,395,24.83,23.96,31.0,Yes
PO-00353,OmicronGoods,2022-09-25,2022-10-12,Electronics,Cancelled,673,39.58,35.83,25.0,Yes
PO-00354,GammaSupplies,2022-07-29,2022-08-12,Office Supplies,Cancelled,1066,33.33,28.47,162.0,No
PO-00355,ThetaDistributors,2023-11-17,2023-11-23,Packaging,Delivered,1645,85.42,80.78,73.0,No
PO-00356,UpsilonMart,2022-11-18,2022-11-29,Electronics,Delivered,930,13.67,11.95,16.0,Yes
PO-00357,PiGlobal,2022-09-02,2022-09-21,Office Supplies,Delivered,51,63.74,56.1,0.0,Yes
PO-00358,NuChain,2022-09-29,2022-10-01,Packaging,Delivered,946,81.77,71.65,55.0,Yes
PO-00359,SigmaSource,2023-02-10,2023-03-02,Raw Materials,Partially Delivered,1377,94.69,84.2,,Yes
PO-00360,KappaWare,2022-05-15,2022-05-18,Packaging,Cancelled,303,41.6,40.51,11.0,Yes
PO-00361,TauDeliveries,2023-11-19,2023-12-03,Raw Materials,Delivered,1725,93.14,79.62,24.0,Yes
PO-00362,RhoEnterprises,2023-10-23,2023-11-07,Raw Materials,Cancelled,502,22.05,20.65,50.0,No
PO-00363,TauDeliveries,2022-11-04,2022-11-11,Packaging,Delivered,1110,90.49,80.03,61.0,Yes
PO-00364,EpsilonCo,2023-04-14,2023-04-18,Packaging,Delivered,1233,23.08,20.57,,Yes
PO-00365,IotaProcure,2022-11-20,2022-11-24,Office Supplies,Delivered,1064,48.04,43.6,94.0,Yes
PO-00366,MuTrade,2022-03-16,2022-04-04,Packaging,Partially Delivered,58,82.57,76.55,,Yes
PO-00367,AlphaTech,2022-01-10,2022-01-20,MRO,Delivered,1306,23.49,20.17,116.0,No
PO-00368,AlphaTech,2023-04-15,2023-04-28,Electronics,Delivered,1172,32.93,29.28,,No
PO-00369,OmicronGoods,2023-09-29,,Packaging,Delivered,1732,82.5,71.71,24.0,Yes
PO-00370,BetaLogistics,2023-07-31,2023-08-07,Raw Materials,Delivered,865,81.54,71.59,39.0,Yes
PO-00371,PiGlobal,2022-04-13,2022-04-20,Raw Materials,Delivered,257,68.72,66.92,22.0,Yes
PO-00372,ThetaDistributors,2022-03-17,2022-03-26,Packaging,Delivered,1204,73.18,67.59,31.0,Yes
PO-00373,NuChain,2023-07-05,2023-07-09,Electronics,Partially Delivered,453,64.14,60.18,51.0,Yes
PO-00374,AlphaTech,2022-08-07,2022-08-21,Electronics,Delivered,201,33.81,32.54,3.0,Yes
PO-00375,PiGlobal,2023-06-03,2023-06-16,Office Supplies,Delivered,103,44.61,42.88,10.0,Yes
PO-00376,EtaPartners,2022-09-29,2022-10-07,Office Supplies,Delivered,1193,27.4,27.09,,Yes
PO-00377,EpsilonCo,2022-05-16,2022-05-28,Office Supplies,Partially Delivered,1746,93.6,89.81,85.0,Yes
PO-00378,GammaSupplies,2022-12-24,2022-12-26,Electronics,Delivered,1993,65.94,59.36,,Yes
PO-00379,MuTrade,2022-03-12,2022-03-27,Raw Materials,Delivered,677,46.54,43.11,,No
PO-00380,PiGlobal,2022-09-08,,Office Supplies,Pending,636,53.64,49.23,18.0,Yes
PO-00381,TauDeliveries,2023-01-14,2023-02-02,Packaging,Delivered,1698,100.97,98.73,52.0,Yes
PO-00382,EpsilonCo,2022-10-19,2022-11-01,Office Supplies,Delivered,1493,24.87,22.89,56.0,Yes
PO-00383,XiEquip,2022-06-11,2022-06-25,Packaging,Delivered,1495,64.33,58.18,26.0,Yes
PO-00384,EpsilonCo,2023-03-25,2023-04-07,Packaging,Cancelled,153,59.42,52.0,3.0,Yes
PO-00385,OmicronGoods,2023-07-11,2023-07-22,Raw Materials,Cancelled,1925,70.88,63.41,292.0,Yes
PO-00386,RhoEnterprises,2023-12-22,2024-01-11,Packaging,Delivered,303,12.97,11.42,,No
PO-00387,XiEquip,2022-11-06,2022-11-18,Office Supplies,Delivered,1300,92.92,90.63,,Yes
PO-00388,UpsilonMart,2023-09-19,2023-09-23,Raw Materials,Delivered,1185,103.28,99.05,,Yes
PO-00389,EpsilonCo,2023-11-01,2023-11-20,Raw Materials,Delivered,559,67.56,57.98,15.0,Yes
PO-00390,MuTrade,2023-06-26,2023-06-29,Electronics,Pending,1546,78.88,78.0,38.0,Yes
PO-00391,PiGlobal,2022-01-09,2022-01-19,Packaging,Delivered,148,93.02,85.96,4.0,Yes
PO-00392,PiGlobal,2023-11-15,2023-11-23,Office Supplies,Delivered,202,81.75,78.26,37.0,No
PO-00393,EtaPartners,2023-07-22,2023-07-28,Packaging,Delivered,1934,25.86,25.6,78.0,Yes
PO-00394,DeltaTools,2022-11-03,2022-11-07,Office Supplies,Delivered,963,64.96,64.07,20.0,Yes
PO-00395,AlphaTech,2023-11-11,2023-11-18,MRO,Delivered,1969,71.71,61.96,,Yes
PO-00396,EpsilonCo,2022-04-17,,Electronics,Delivered,927,48.89,46.05,138.0,Yes
PO-00397,KappaWare,2022-05-18,2022-05-23,Raw Materials,Cancelled,387,77.81,69.04,67.0,Yes
PO-00398,EpsilonCo,2022-09-28,2022-10-03,Electronics,Delivered,1779,97.86,94.36,176.0,Yes
PO-00399,DeltaTools,2022-04-29,2022-05-05,MRO,Pending,871,94.7,92.66,46.0,Yes
PO-00400,BetaLogistics,2022-04-20,2022-04-23,Electronics,Delivered,1236,51.33,44.03,25.0,Yes
PO-00401,UpsilonMart,2023-07-21,2023-08-06,Electronics,Delivered,1793,22.01,21.78,285.0,Yes
PO-00402,KappaWare,2022-06-09,2022-06-28,MRO,Delivered,1006,101.1,89.04,139.0,Yes
PO-00403,TauDeliveries,2022-10-06,2022-10-21,Electronics,Cancelled,1754,89.35,86.54,161.0,No
PO-00404,AlphaTech,2022-10-16,2022-11-04,Electronics,Delivered,210,22.17,21.32,10.0,Yes
PO-00405,EpsilonCo,2023-09-12,2023-10-02,MRO,Delivered,1653,102.16,91.91,217.0,Yes
PO-00406,NuChain,2022-08-04,2022-08-15,MRO,Partially Delivered,850,91.38,88.41,24.0,Yes
PO-00407,DeltaTools,2022-12-18,2022-12-21,Raw Materials,Delivered,447,59.81,57.92,13.0,Yes
PO-00408,PiGlobal,2022-07-28,2022-08-07,Office Supplies,Delivered,1350,65.11,56.95,71.0,Yes
PO-00409,PiGlobal,2023-12-05,2023-12-24,Office Supplies,Delivered,865,51.19,47.76,83.0,Yes
PO-00410,BetaLogistics,2023-10-12,2023-10-29,MRO,Delivered,1989,16.5,15.89,57.0,Yes
PO-00411,RhoEnterprises,2022-09-28,2022-10-13,Office Supplies,Delivered,1577,41.77,39.58,32.0,Yes
PO-00412,UpsilonMart,2023-06-02,2023-06-04,Packaging,Pending,1969,89.25,87.28,108.0,No
PO-00413,MuTrade,2023-05-16,2023-05-26,Packaging,Partially Delivered,1465,11.25,9.61,151.0,Yes
PO-00414,SigmaSource,2022-09-15,2022-09-18,Packaging,Pending,1208,41.62,39.46,,Yes
PO-00415,GammaSupplies,2022-02-22,2022-03-11,Raw Materials,Delivered,1268,46.06,45.26,123.0,Yes
PO-00416,AlphaTech,2022-04-05,2022-04-24,Office Supplies,Delivered,450,59.24,55.03,68.0,No
PO-00417,AlphaTech,2023-10-12,2023-10-14,Electronics,Partially Delivered,689,102.53,95.23,38.0,Yes
PO-00418,TauDeliveries,2023-03-10,2023-03-29,MRO,Delivered,1106,44.05,38.6,51.0,Yes
PO-00419,LambdaLink,2022-10-11,2022-10-22,Office Supplies,Delivered,737,43.08,42.58,21.0,Yes
PO-00420,EpsilonCo,2022-02-15,2022-03-04,Raw Materials,Delivered,509,76.76,74.72,7.0,No
PO-00421,MuTrade,2022-01-04,2022-01-06,Electronics,Delivered,1004,50.7,46.59,27.0,Yes
PO-00422,GammaSupplies,2022-12-08,2022-12-19,MRO,Pending,1956,31.88,28.48,86.0,Yes
PO-00423,AlphaTech,2022-05-14,,Electronics,Delivered,519,51.73,47.52,81.0,No
PO-00424,AlphaTech,2023-10-15,2023-10-21,MRO,Partially Delivered,1448,25.06,21.62,84.0,Yes
PO-00425,ThetaDistributors,2022-09-26,2022-10-11,Packaging,Delivered,1095,26.91,23.75,53.0,Yes
PO-00426,KappaWare,2022-06-15,,MRO,Delivered,799,56.22,49.51,18.0,Yes
PO-00427,LambdaLink,2023-03-29,2023-04-18,MRO,Partially Delivered,1743,51.04,47.15,160.0,Yes
PO-00428,MuTrade,2023-07-19,2023-07-31,Raw Materials,Delivered,87,100.65,85.56,1.0,Yes
PO-00429,NuChain,2023-12-24,,Raw Materials,Delivered,279,47.52,46.5,28.0,No
PO-00430,MuTrade,2023-03-14,2023-03-25,Raw Materials,Delivered,1438,66.61,58.5,237.0,Yes
PO-00431,XiEquip,2023-07-29,2023-07-31,Office Supplies,Partially Delivered,612,72.93,63.32,99.0,Yes
PO-00432,BetaLogistics,2022-01-10,2022-01-21,Packaging,Pending,487,11.18,10.63,15.0,Yes
PO-00433,TauDeliveries,2022-04-25,2022-04-29,Packaging,Partially Delivered,1849,70.76,69.25,51.0,Yes
PO-00434,SigmaSource,2022-03-19,2022-04-01,MRO,Partially Delivered,1356,26.28,25.44,47.0,Yes
PO-00435,GammaSupplies,2023-12-09,2023-12-29,Raw Materials,Delivered,76,107.59,96.33,10.0,Yes
PO-00436,RhoEnterprises,2022-06-02,2022-06-13,Packaging,Partially Delivered,275,23.96,20.44,,Yes
PO-00437,ThetaDistributors,2023-07-13,2023-07-18,Packaging,Delivered,1350,51.57,48.07,,Yes
PO-00438,KappaWare,2022-02-06,,MRO,Delivered,847,17.77,17.39,,Yes
PO-00439,BetaLogistics,2023-01-14,2023-01-27,MRO,Delivered,1682,105.7,101.3,94.0,Yes
PO-00440,TauDeliveries,2023-08-20,2023-08-23,Electronics,Delivered,333,60.44,58.54,8.0,Yes
PO-00441,IotaProcure,2023-07-20,2023-08-02,Electronics,Cancelled,928,69.31,67.26,20.0,Yes
PO-00442,EtaPartners,2022-06-01,2022-06-12,MRO,Partially Delivered,1009,16.44,16.18,,Yes
PO-00443,DeltaTools,2023-03-17,2023-04-03,Electronics,Pending,1554,82.92,74.82,44.0,Yes
PO-00444,SigmaSource,2022-05-11,2022-05-25,Packaging,Partially Delivered,502,29.47,28.94,27.0,Yes
PO-00445,NuChain,2022-02-12,2022-02-13,MRO,Delivered,1069,91.28,82.64,,Yes
PO-00446,LambdaLink,2022-11-12,2022-11-18,MRO,Pending,1902,29.89,25.83,41.0,Yes
PO-00447,DeltaTools,2023-01-09,,Raw Materials,Pending,865,28.79,25.69,47.0,Yes
PO-00448,DeltaTools,2022-02-10,2022-02-26,Packaging,Partially Delivered,708,13.36,11.61,,No
PO-00449,KappaWare,2023-01-02,2023-01-07,Packaging,Delivered,1589,55.64,48.52,,Yes
PO-00450,EpsilonCo,2022-08-04,2022-08-14,Office Supplies,Delivered,596,62.96,61.88,9.0,Yes
PO-00451,IotaProcure,2023-11-30,2023-12-04,Office Supplies,Delivered,1265,17.66,16.97,34.0,Yes
PO-00452,GammaSupplies,2022-09-13,2022-10-01,Raw Materials,Delivered,1122,82.99,81.7,118.0,No
PO-00453,RhoEnterprises,2023-11-14,2023-12-01,Office Supplies,Delivered,1585,56.38,53.05,,Yes
PO-00454,GammaSupplies,2022-04-16,2022-04-27,Electronics,Delivered,66,58.05,50.76,,Yes
PO-00455,PiGlobal,2022-12-29,2023-01-18,MRO,Delivered,1245,52.4,51.65,118.0,No
PO-00456,DeltaTools,2023-07-28,2023-08-10,Electronics,Delivered,1293,50.21,47.55,,No
PO-00457,SigmaSource,2023-02-21,2023-02-27,Packaging,Delivered,207,64.29,63.01,25.0,Yes
PO-00458,RhoEnterprises,2023-09-28,2023-10-18,Office Supplies,Delivered,526,26.37,25.32,47.0,Yes
PO-00459,EtaPartners,2022-06-08,2022-06-14,Electronics,Delivered,1119,27.03,23.82,,Yes
PO-00460,EpsilonCo,2022-08-31,2022-09-02,Packaging,Delivered,1446,90.63,84.51,77.0,Yes
PO-00461,MuTrade,2022-06-16,2022-06-24,Office Supplies,Delivered,567,97.53,85.29,21.0,Yes
PO-00462,RhoEnterprises,2022-07-01,,MRO,Delivered,148,44.91,40.1,,No
PO-00463,NuChain,2023-02-27,2023-03-14,MRO,Pending,1965,36.6,34.64,195.0,Yes
PO-00464,GammaSupplies,2022-01-26,2022-02-03,Office Supplies,Pending,1818,67.96,58.98,,Yes
PO-00465,IotaProcure,2022-07-03,2022-07-19,MRO,Delivered,1110,48.19,45.88,112.0,Yes
PO-00466,RhoEnterprises,2022-12-07,,Raw Materials,Delivered,329,12.96,12.74,48.0,Yes
PO-00467,RhoEnterprises,2023-02-26,2023-03-17,Office Supplies,Cancelled,1422,25.62,25.18,65.0,Yes
PO-00468,UpsilonMart,2023-11-17,,Raw Materials,Delivered,546,82.63,74.77,76.0,No
PO-00469,PiGlobal,2022-09-12,2022-09-22,Office Supplies,Partially Delivered,351,72.08,71.3,20.0,Yes
PO-00470,NuChain,2022-10-01,2022-10-18,Raw Materials,Partially Delivered,230,13.0,12.81,,No
PO-00471,TauDeliveries,2022-06-13,2022-06-19,MRO,Delivered,656,30.73,26.26,17.0,Yes
PO-00472,RhoEnterprises,2023-12-20,2024-01-09,MRO,Delivered,1172,34.34,32.09,69.0,Yes
PO-00473,DeltaTools,2022-04-21,2022-04-30,Electronics,Delivered,749,71.53,70.02,41.0,Yes
PO-00474,MuTrade,2023-01-27,2023-02-12,Packaging,Delivered,1042,12.48,12.3,88.0,Yes
PO-00475,IotaProcure,2022-02-09,2022-02-27,Raw Materials,Delivered,1189,19.47,17.15,,No
PO-00476,TauDeliveries,2023-04-27,,Office Supplies,Delivered,240,88.14,81.9,4.0,Yes
PO-00477,MuTrade,2022-08-16,2022-09-02,MRO,Delivered,302,26.98,26.47,9.0,Yes
PO-00478,IotaProcure,2022-07-24,2022-08-03,MRO,Pending,1030,70.81,61.58,,No
PO-00479,EtaPartners,2023-04-17,2023-04-23,Office Supplies,Delivered,977,33.79,32.25,137.0,Yes
PO-00480,XiEquip,2022-12-25,2023-01-11,Packaging,Delivered,1234,19.99,17.66,25.0,Yes
PO-00481,UpsilonMart,2022-11-09,2022-11-23,Office Supplies,Delivered,1329,33.48,33.06,146.0,Yes
PO-00482,TauDeliveries,2022-08-22,2022-08-30,Raw Materials,Delivered,1396,77.63,67.81,58.0,Yes
PO-00483,OmicronGoods,2022-08-17,2022-08-29,Raw Materials,Delivered,177,90.06,87.71,7.0,Yes
PO-00484,PiGlobal,2022-01-25,,Electronics,Delivered,67,84.72,73.06,9.0,Yes
PO-00485,EpsilonCo,2023-11-07,2023-11-20,Office Supplies,Delivered,1866,50.78,48.2,96.0,Yes
PO-00486,GammaSupplies,2022-07-17,2022-07-25,MRO,Delivered,1808,72.23,67.86,53.0,Yes
PO-00487,MuTrade,2023-02-13,2023-02-16,Electronics,Cancelled,615,30.3,29.52,96.0,Yes
PO-00488,UpsilonMart,2022-12-03,2022-12-04,Office Supplies,Pending,619,38.38,35.02,34.0,Yes
PO-00489,DeltaTools,2022-10-13,2022-10-17,Office Supplies,Delivered,1396,94.75,84.06,210.0,Yes
PO-00490,PiGlobal,2022-03-13,2022-03-24,MRO,Delivered,1945,11.28,9.98,94.0,Yes
PO-00491,EtaPartners,2022-10-13,2022-10-18,Packaging,Delivered,735,18.49,15.89,113.0,No
PO-00492,NuChain,2022-12-26,2023-01-11,Office Supplies,Pending,1865,30.29,26.83,56.0,Yes
PO-00493,KappaWare,2023-10-19,2023-10-24,Electronics,Cancelled,675,13.69,11.84,52.0,Yes
PO-00494,EtaPartners,2023-06-06,2023-06-22,MRO,Pending,1361,28.57,24.29,65.0,Yes
PO-00495,XiEquip,2023-02-14,2023-02-15,Raw Materials,Delivered,903,66.53,60.15,29.0,Yes
PO-00496,EpsilonCo,2023-11-27,,Packaging,Cancelled,1736,53.2,50.68,48.0,Yes
PO-00497,GammaSupplies,2023-07-04,2023-07-11,MRO,Delivered,1011,98.47,97.06,91.0,Yes
PO-00498,LambdaLink,2022-12-06,2022-12-24,Electronics,Delivered,1712,88.17,85.86,246.0,Yes
PO-00499,LambdaLink,2022-01-29,,Office Supplies,Delivered,204,40.76,37.46,10.0,Yes
PO-00500,SigmaSource,2022-04-29,2022-05-13,Electronics,Partially Delivered,539,33.85,30.57,34.0,No
PO-00501,OmicronGoods,2022-09-25,2022-10-05,Office Supplies,Delivered,1459,45.94,42.56,212.0,No
PO-00502,MuTrade,2022-07-02,2022-07-06,MRO,Delivered,834,65.02,56.19,,Yes
PO-00503,IotaProcure,2023-08-18,2023-09-01,Packaging,Partially Delivered,1177,37.37,34.27,60.0,Yes
